Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1764139.876278,1640687.978525,1462564.869253,16.366077
1,1819747.445116,1655149.575106,1520545.768946,16.366077
2,1819747.445116,1708412.975246,1584759.054032,16.366077
3,1819747.445116,1743643.251037,1607401.053049,16.366077
4,1827661.849742,1755324.913883,1677269.367349,16.366077
5,1833755.316324,1769908.663567,1640241.773945,16.366077
6,1836832.260605,1785067.751858,1734363.850276,16.366077
7,1842825.209546,1797518.612669,1735784.888847,16.366077
8,1848980.092283,1819110.661816,1765368.699906,16.366077
9,1848980.092283,1823487.110167,1783045.179776,16.366078
10,1855919.203077,1834801.704098,1791466.867796,16.366078
11,1855923.938209,1839545.400426,1817465.557625,16.366078
12,1855923.938209,1839499.016967,1725786.935034,16.366078
13,1861105.078693,1837721.365687,1767953.572186,16.366078
14,1861391.902866,1838386.075010,1778432.347957,16.366078
15,1861675.434651,1835900.180310,1751117.280565,16.366078
16,1862556.287859,1845078.236118,1784928.506154,16.366078
17,1862894.090955,1846051.631822,1811124.994339,16.366085
18,1862894.090955,1850516.555779,1826128.815075,16.366085
19,1862894.090955,1849623.618833,1757118.301379,16.366085
20,1863573.152534,1849470.349202,1804760.046068,16.366085
21,1864723.582558,1855419.947689,1802211.271191,16.366085
22,1864723.582558,1852384.038684,1804540.062057,16.366085
23,1864723.582558,1855321.578094,1814327.039919,16.366085
