Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1764139.876278,1277065.271388,827444.884328,19.677831
1,1764139.876278,1318203.932699,879652.900923,19.677831
2,1764139.876278,1405327.716673,1125527.313252,19.677831
3,1764657.238418,1453988.859836,1255256.028443,19.677832
4,1764657.238418,1504062.835593,1365859.961188,19.677832
5,1765009.309587,1578238.978963,1355457.504789,19.677832
6,1766750.554158,1625884.505257,1365660.209098,19.677832
7,1768046.178187,1651504.659003,1493679.466956,19.677832
8,1776359.630564,1702379.765465,1594359.011153,19.677832
9,1776359.630564,1733214.876713,1648340.684901,19.677832
10,1778073.612174,1753022.033513,1705346.004771,19.677832
11,1783709.251057,1763994.124930,1725198.413224,19.677832
12,1783709.251057,1754284.860829,1531027.919665,19.677832
13,1785055.175349,1752213.910495,1683524.807463,19.677832
14,1785055.175349,1750132.820124,1681303.749677,19.677832
15,1785055.175349,1754541.528998,1694150.036062,19.677832
16,1788810.353630,1764480.426761,1720015.481227,19.677832
17,1789662.061646,1765265.124251,1718487.894934,19.677842
18,1789973.311222,1768698.485633,1720485.898411,19.677842
19,1789973.311222,1761759.823641,1550481.242129,19.677842
20,1791022.002026,1768036.404104,1707357.410232,19.677842
21,1791022.002026,1768963.216760,1712935.770273,19.677842
22,1791022.002026,1765134.635856,1677672.211317,19.677842
23,1791022.002026,1765422.355710,1713547.009571,19.677842
24,1791022.002026,1772435.418305,1708591.746373,19.677842
25,1791022.002026,1772693.958988,1718762.052051,19.677842
26,1792020.369995,1773683.563094,1718927.426895,19.677842
