Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2236000.195067,1912600.753680,1173435.081376,46.476244
1,2240858.858558,2053533.415754,1540650.563059,46.476244
2,2257686.554525,2068494.432598,1858023.109850,46.476244
3,2257686.554525,2103446.802062,1886677.604613,46.476244
4,2257686.554525,2116441.226217,2045475.874090,46.476244
5,2257686.554525,2153702.877791,2060818.624685,46.476244
6,2259591.325935,2197011.326253,2108674.876527,46.476244
7,2259591.325935,2211624.271606,2089185.288609,46.476244
8,2259979.503510,2208199.835263,2081060.242283,46.476244
9,2259979.503510,2186066.601740,1749763.452604,46.476245
10,2259979.503510,2223671.278421,2097842.583042,46.476245
11,2261798.089022,2228835.113097,1975526.073248,46.476245
12,2261798.089022,2239040.397624,2150345.421311,46.476245
