Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2312872.502973,2170312.676265,1764139.876278,34.344521
1,2329127.704128,2204242.879267,2069201.233476,34.344521
2,2352363.386309,2251115.445967,2116468.267129,34.344521
3,2354855.698316,2277899.122592,2153870.643775,34.344522
4,2370685.880196,2303537.353678,2206778.083775,34.344522
5,2370685.880196,2306324.623486,2227143.533264,34.344522
6,2370685.880196,2317662.213422,2220225.709360,34.344522
7,2370685.880196,2331765.700145,2284436.259722,34.344522
8,2370685.880196,2337141.851613,2254657.421942,34.344522
9,2370685.880196,2344509.248586,2317388.642385,34.344522
10,2375879.277654,2350781.081055,2312888.943543,34.344522
11,2376081.562262,2355892.701437,2329974.972940,34.344522
12,2389775.940078,2358622.509684,2315511.486140,34.344522
13,2392883.791857,2359844.619241,2287568.661276,34.344522
14,2404695.968561,2358857.286125,2288824.661007,34.344523
15,2404695.968561,2357902.210494,2307182.946255,34.344523
16,2407754.071039,2372359.016598,2333937.492691,34.344523
17,2408920.840265,2374659.624145,2305826.773365,34.344526
18,2408920.840265,2381894.810502,2344694.954124,34.344526
19,2409269.325390,2386433.587977,2271314.813053,34.344526
20,2409269.325390,2391742.144859,2357314.768503,34.344526
21,2415213.058595,2393366.659001,2338700.037272,34.344526
22,2415213.058595,2394263.708820,2352462.901838,34.344526
23,2420092.513625,2399571.565833,2346824.119487,34.344526
24,2421888.700222,2404915.399556,2387782.405873,34.344526
25,2427077.769976,2405893.071613,2381823.212288,34.344527
26,2427077.769976,2406445.416139,2374481.159282,34.344527
27,2427077.769976,2408379.189420,2373243.574223,34.344527
28,2427077.769976,2406918.669523,2348539.700442,34.344527
29,2428055.055147,2414546.086403,2376062.664960,34.344527
30,2428055.055147,2415105.527679,2341474.386338,34.344527
31,2429200.064115,2410686.280227,2326456.040032,34.344527
32,2429807.341762,2418501.534387,2359429.000992,34.344527
33,2429970.669577,2422528.330747,2398293.683553,34.344528
34,2434086.577877,2416301.065612,2297289.518382,34.344528
35,2435828.523741,2416125.302875,2367394.299056,34.344528
36,2435828.523741,2418192.344808,2373953.003171,34.344528
37,2435828.523741,2411852.170121,2357403.952356,34.344528
38,2435984.099628,2417703.899542,2337677.814660,34.344528
39,2435984.099628,2421637.199289,2386599.036427,34.344528
40,2438921.236937,2420054.116700,2377185.539578,34.344528
41,2438921.236937,2416557.684687,2373937.700149,34.344528
42,2440011.350704,2419828.129121,2381307.713701,34.344528
43,2440011.350704,2422766.092970,2396812.759191,34.344528
44,2440011.350704,2420850.711804,2362742.273942,34.344528
45,2440011.350704,2421398.793044,2392412.845695,34.344529
46,2440011.350704,2419466.418057,2364566.541588,34.344529
47,2440011.350704,2424560.767660,2376894.652710,34.344529
48,2440299.552748,2421818.301811,2370742.936474,34.344529
49,2440907.591805,2422668.273073,2388285.588878,34.344529
